locusName	Best_hit_arabi_name	arabi-symbol	arabi-defline	at_tf_family	pt_tf_family
Potri.003G131300	AT5G41410.1	BEL1	POX (plant homeobox) family protein	TALE	TALE
Potri.003G131400	AT5G41460.1	-	Protein of unknown function (DUF604)	-	-
Potri.003G131500	AT5G41470.1	-	Nuclear transport factor 2 (NTF2) family protein	-	-
Potri.003G131600	AT1G26355.1	SP1L1	SPIRAL1-like1	-	-
Potri.003G131700	AT3G61490.1	-	Pectin lyase-like superfamily protein	-	-
Potri.003G131800	AT4G01370.1	ATMPK4,MPK4	MAP kinase 4	-	-
Potri.003G131900	AT5G52640.1	ATHS83,AtHsp90-1,ATHSP90.1,HSP81-1,HSP81.1,HSP83,HSP90.1	heat shock protein 90.1	-	-
Potri.003G132000	AT1G63910.1	AtMYB103,MYB103	myb domain protein 103	MYB	MYB
Potri.003G132100	AT1G63930.1	ROH1	from the Czech \'roh\' meaning \'corner\'	-	-
Potri.003G132200	AT5G52740.1	-	Copper transport protein family	-	-
Potri.003G132300	AT4G11280.1	ACS6,ATACS6	1-aminocyclopropane-1-carboxylic acid (acc) synthase 6	-	-
Potri.003G132400	AT1G63970.1	ISPF,MECPS	isoprenoid F	-	-
Potri.003G132500	-	-	-	-	-
Potri.003G132600	AT1G63980.1	-	D111/G-patch domain-containing protein	-	-
Potri.003G132700	AT4G01250.1	AtWRKY22,WRKY22	WRKY family transcription factor	WRKY	WRKY
Potri.003G132800	AT3G47910.2	-	Ubiquitin carboxyl-terminal hydrolase-related protein	-	-
Potri.003G132900	AT4G11270.1	-	Transducin/WD40 repeat-like superfamily protein	-	-
Potri.003G133000	AT5G41580.1	-	RING/U-box superfamily protein	-	-
Potri.003G133100	AT1G64050.1	-	-	-	-
Potri.003G133200	AT5G41590.1	-	Protein of unknown function (DUF567)	-	-
Potri.003G133300	AT1G64060.1	ATRBOH F,ATRBOHF,RBOH F,RBOHAP108,RBOHF	respiratory burst oxidase protein F	-	-
Potri.003G133400	AT2G46150.1	-	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	-	-
Potri.003G133500	AT1G64080.1	-	-	-	-
Potri.003G133600	AT4G23630.1	BTI1,RTNLB1	VIRB2-interacting protein 1	-	-
Potri.003G133700	AT1G64110.2	-	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.003G133800	AT5G60750.1	-	CAAX amino terminal protease family protein	-	-
Potri.003G133900	AT4G23640.1	ATKT3,KUP4,TRH1	Potassium transporter family protein	-	-
Potri.003G134000	AT4G23650.1	CDPK6,CPK3	calcium-dependent protein kinase 6	-	-
Potri.003G134100	AT3G18440.1	ALMT9,AtALMT9	aluminum-activated malate transporter 9	-	-
Potri.003G134200	AT1G64140.1	-	-	-	-
Potri.003G134300	AT1G64150.1	-	Uncharacterized protein family (UPF0016)	-	-
Potri.003G134400	AT1G64160.1	-	Disease resistance-responsive (dirigent-like protein) family protein	-	-
Potri.003G134500	AT4G24220.2	AWI31,VEP1	NAD(P)-binding Rossmann-fold superfamily protein	-	-
Potri.003G134600	AT1G64160.1	-	Disease resistance-responsive (dirigent-like protein) family protein	-	-
Potri.003G134700	AT1G64160.1	-	Disease resistance-responsive (dirigent-like protein) family protein	-	-
Potri.003G134800	AT1G64160.1	-	Disease resistance-responsive (dirigent-like protein) family protein	-	-
Potri.003G134900	AT5G41610.1	ATCHX18,CHX18	cation/H+ exchanger 18	-	-
Potri.003G135000	AT5G41620.1	-	-	-	-
Potri.003G135100	AT5G41650.1	-	Lactoylglutathione lyase / glyoxalase I family protein	-	-
Potri.003G135200	-	-	-	-	-
Potri.003G135300	AT3G61600.1	ATPOB1,POB1	POZ/BTB containin G-protein 1	-	-
Potri.003G135400	AT4G23720.1	-	Protein of unknown function (DUF1191)	-	-
Potri.003G135500	AT1G60500.1	DRP4C	Dynamin related protein 4C	-	-
Potri.003G135600	AT5G41670.1	-	6-phosphogluconate dehydrogenase family protein	-	-
Potri.003G135700	AT3G59140.1	ATMRP14,MRP14	multidrug resistance-associated protein 14	-	-
Potri.003G135800	AT3G59140.1	ATMRP14,MRP14	multidrug resistance-associated protein 14	-	-
Potri.003G135900	AT4G11160.1	-	Translation initiation factor 2, small GTP-binding protein	-	-
Potri.003G136000	AT5G53340.1	-	Galactosyltransferase family protein	-	-
Potri.003G136100	AT4G23740.1	-	Leucine-rich repeat protein kinase family protein	-	-
Potri.003G136200	AT1G64230.2	UBC28	ubiquitin-conjugating enzyme 28	-	-
Potri.003G136300	AT4G23750.2	CRF2,TMO3	cytokinin response factor 2	ERF	ERF
Potri.003G136400	AT2G33370.1	-	Ribosomal protein L14p/L23e family protein	-	-
Potri.003G136500	AT4G23760.1	-	Cox19-like CHCH family protein	-	-
Potri.003G136600	AT3G61640.1	AGP20,AtAGP20	arabinogalactan protein 20	-	-
Potri.003G136700	AT5G41761.1	-	-	-	-
Potri.003G136800	AT5G41760.1	-	Nucleotide-sugar transporter family protein	-	-
Potri.003G136900	AT5G19770.1	TUA3	tubulin alpha-3	-	-
Potri.003G137000	AT1G64300.1	-	Protein kinase family protein	-	-
Potri.003G137100	AT4G11110.1	SPA2	SPA1-related 2	-	-
Potri.003G137200	AT5G41770.1	-	crooked neck protein, putative / cell cycle protein, putative	-	-
Potri.003G137300	AT1G64320.1	-	myosin heavy chain-related	-	-
Potri.003G137400	AT5G41790.1	CIP1	COP1-interactive protein 1	-	-
Potri.003G137500	AT4G01100.1	ADNT1	adenine nucleotide transporter 1	-	-
Potri.003G137600	AT3G61660.1	-	-	-	-
Potri.003G137700	AT3G61670.1	-	Protein of unknown function (DUF3133)	-	-
Potri.003G137800	AT4G11090.1	TBL23	TRICHOME BIREFRINGENCE-LIKE 23	-	-
Potri.003G137900	-	-	-	-	-
Potri.003G138000	AT4G11080.1	-	HMG (high mobility group) box protein	-	-
Potri.003G138100	AT5G41800.1	-	Transmembrane amino acid transporter family protein	-	-
Potri.003G138200	AT4G01070.1	GT72B1,UGT72B1	UDP-Glycosyltransferase superfamily protein	-	-
Potri.003G138300	AT1G64350.1	SEH1H	Transducin/WD40 repeat-like superfamily protein	-	-
Potri.003G138400	AT5G42800.1	DFR,M318,TT3	dihydroflavonol 4-reductase	-	-
Potri.003G138500	AT1G64355.1	-	-	-	-
Potri.003G138600	AT4G11070.1	AtWRKY41,WRKY41	WRKY family transcription factor	WRKY	WRKY
Potri.003G138700	-	-	-	-	-
Potri.003G138800	AT4G30020.1	-	PA-domain containing subtilase family protein	-	-
Potri.003G138900	AT3G08680.1	-	Leucine-rich repeat protein kinase family protein	-	-
Potri.003G139000	-	-	-	-	-
Potri.003G139100	AT4G23820.1	-	Pectin lyase-like superfamily protein	-	-
Potri.003G139200	AT5G53160.2	PYL8,RCAR3	regulatory components of ABA receptor 3	-	-
Potri.003G139300	AT1G64380.1	-	Integrase-type DNA-binding superfamily protein	ERF	ERF
Potri.003G139400	AT1G64385.1	-	-	-	-
Potri.003G139500	-	-	-	-	-
Potri.003G139600	AT1G64390.1	AtGH9C2,GH9C2	glycosyl hydrolase 9C2	-	-
Potri.003G139700	AT4G23850.1	LACS4	AMP-dependent synthetase and ligase family protein	-	-
Potri.003G139800	AT2G46470.1	OXA1L	inner membrane protein OXA1-like	-	-
Potri.003G139900	AT5G53110.1	-	RING/U-box superfamily protein	-	-
Potri.003G140000	AT4G23860.1	-	PHD finger protein-related	-	-
Potri.003G140100	AT1G64405.1	-	-	-	-
Potri.003G140200	AT4G23880.1	-	-	-	-
Potri.003G140300	AT4G23885.1	-	-	-	-
Potri.003G140400	AT4G23890.1	-	-	-	-
Potri.003G140500	AT4G23895.1	-	Pleckstrin homology (PH) domain-containing protein	-	-
Potri.003G140600	AT4G23900.1	-	Nucleoside diphosphate kinase family protein	-	-
Potri.003G140700	AT4G10970.2	-	-	-	-
Potri.003G140800	AT1G64430.2	-	Pentatricopeptide repeat (PPR) superfamily protein	-	-
Potri.003G140900	AT4G10960.1	UGE5	UDP-D-glucose/UDP-D-galactose 4-epimerase 5	-	-
Potri.003G141000	AT5G42080.1	ADL1,ADL1A,AG68,DL1,DRP1A,RSW9	dynamin-like protein	-	-
Potri.003G141100	AT4G10955.1	-	alpha/beta-Hydrolases superfamily protein	-	-
Potri.003G141200	AT1G64450.1	-	Glycine-rich protein family	-	-
Potri.003G141300	AT4G10950.1	-	SGNH hydrolase-type esterase superfamily protein	-	-
Potri.003G141400	AT5G24270.1	ATSOS3,CBL4,SOS3	Calcium-binding EF-hand family protein	-	-
Potri.003G141500	AT4G23950.1	-	Galactose-binding protein	-	-
Potri.003G141600	AT4G10925.3	-	Nuclear transport factor 2 (NTF2) family protein	-	-
Potri.003G141700	AT5G42070.1	-	-	-	-
Potri.003G141800	AT1G64500.1	-	Glutaredoxin family protein	-	-
Potri.003G141900	AT5G42050.1	-	DCD (Development and Cell Death) domain protein	-	-
Potri.003G142000	AT5G46290.1	KAS I,KAS1	3-ketoacyl-acyl carrier protein synthase I	-	-
Potri.003G142100	AT4G23980.1	ARF9	auxin response factor 9	ARF	ARF
Potri.003G142200	AT4G23990.1	ATCSLG3,CSLG3	cellulose synthase like G3	-	-
Potri.003G142300	AT4G23990.1	ATCSLG3,CSLG3	cellulose synthase like G3	-	-
Potri.003G142400	AT4G23990.1	ATCSLG3,CSLG3	cellulose synthase like G3	-	-
Potri.003G142500	AT4G23990.1	ATCSLG3,CSLG3	cellulose synthase like G3	-	-
Potri.003G142600	AT4G24015.1	-	RING/U-box superfamily protein	-	-
Potri.003G142700	AT1G64520.1	RPN12a	regulatory particle non-ATPase 12A	-	-
Potri.003G142800	AT3G49290.1	ABIL2	ABL interactor-like protein 2	-	-
Potri.003G142900	AT5G63610.1	ATCDK8,CDKE;1,HEN3	cyclin-dependent kinase E;1	-	-
Potri.003G143000	AT4G24020.1	NLP7	NIN like protein 7	Nin-like	Nin-like
Potri.003G143100	AT4G10850.1	-	Nodulin MtN3 family protein	-	-
Potri.003G143200	AT4G10840.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.003G143300	-	-	-	-	-
Potri.003G143400	-	-	-	-	-
Potri.003G143500	AT3G23920.1	BAM1,BMY7,TR-BAMY	beta-amylase 1	-	-
Potri.003G143600	AT5G42020.1	BIP,BIP2	Heat shock protein 70 (Hsp 70) family protein	-	-
Potri.003G143700	AT1G55090.1	-	carbon-nitrogen hydrolase family protein	-	-
Potri.003G143800	AT4G10810.1	-	-	-	-
Potri.003G143900	AT4G24040.1	ATTRE1,TRE1	trehalase 1	-	-
Potri.003G144000	AT4G24040.1	ATTRE1,TRE1	trehalase 1	-	-
Potri.003G144100	AT4G24050.1	-	NAD(P)-binding Rossmann-fold superfamily protein	-	-
Potri.003G144200	AT5G49330.1	ATMYB111,MYB111,PFG3	myb domain protein 111	MYB	MYB
Potri.003G144300	AT2G47460.1	ATMYB12,MYB12,PFG1	myb domain protein 12	MYB	MYB
Potri.003G144400	AT5G42010.1	-	Transducin/WD40 repeat-like superfamily protein	-	-
Potri.003G144500	AT4G24060.1	-	Dof-type zinc finger DNA-binding family protein	Dof	Dof
Potri.003G144600	AT5G42000.1	-	ORMDL family protein	-	-
Potri.003G144700	AT4G10800.1	-	-	-	-
Potri.003G144800	AT3G05675.1	-	BTB/POZ domain-containing protein	-	-
Potri.003G144900	AT1G64625.2	-	Serine/threonine-protein kinase WNK (With No Lysine)-related	-	-
Potri.003G145000	AT4G00910.1	-	Aluminium activated malate transporter family protein	-	-
Potri.003G145100	AT5G63830.1	-	HIT-type Zinc finger family protein	-	-
Potri.003G145200	AT4G10790.1	-	UBX domain-containing protein	-	-
Potri.003G145300	AT5G41990.1	ATWNK8,WNK8	with no lysine (K) kinase 8	-	-
Potri.003G145400	AT4G27745.1	-	Yippee family putative zinc-binding protein	-	-
Potri.003G145500	AT4G10770.1	ATOPT7,OPT7	oligopeptide transporter 7	-	-
Potri.003G145600	AT1G64650.1	-	Major facilitator superfamily protein	-	-
Potri.003G145700	AT4G10750.1	-	Phosphoenolpyruvate carboxylase family protein	-	-
Potri.003G145800	AT1G80400.1	-	RING/U-box superfamily protein	-	-
Potri.003G145900	AT5G41970.1	-	Metal-dependent protein hydrolase	-	-
Potri.003G146000	AT4G24100.1	-	Protein kinase superfamily protein	-	-
Potri.003G146100	AT5G41960.1	-	-	-	-
Potri.003G146200	AT5G41950.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.003G146300	AT5G41940.1	-	Ypt/Rab-GAP domain of gyp1p superfamily protein	-	-
Potri.003G146400	AT4G24130.1	-	Protein of unknown function, DUF538	-	-
Potri.003G146500	AT3G50790.1	-	esterase/lipase/thioesterase family protein	-	-
Potri.003G146600	AT1G64660.1	ATMGL,MGL	methionine gamma-lyase	-	-
Potri.003G146700	AT1G14440.1	AtHB31,HB31	homeobox protein 31	ZF-HD	ZF-HD
Potri.003G146800	AT2G46660.1	CYP78A6	cytochrome P450, family 78, subfamily A, polypeptide 6	-	-
Potri.003G146900	AT1G26665.1	-	Mediator complex, subunit Med10	-	-
Potri.003G147000	AT2G01190.1	-	Octicosapeptide/Phox/Bem1p family protein	-	-
Potri.003G147100	-	-	-	-	-
Potri.003G147200	AT3G61890.1	ATHB-12,ATHB12,HB-12	homeobox 12	HD-ZIP	HD-ZIP
Potri.003G147300	AT1G32640.1	ATMYC2,JAI1,JIN1,MYC2,RD22BP1,ZBF1	Basic helix-loop-helix (bHLH) DNA-binding family protein	bHLH	bHLH
Potri.003G147400	AT1G64670.1	BDG1	alpha/beta-Hydrolases superfamily protein	-	-
Potri.003G147500	AT1G64680.1	-	-	-	-
Potri.003G147600	AT1G02800.1	ATCEL2,CEL2	cellulase 2	-	-
Potri.003G147700	AT5G42090.1	-	Lung seven transmembrane receptor family protein	-	-
Potri.003G147800	AT4G24110.1	-	-	-	-
Potri.003G147900	AT1G64690.1	BLT	branchless trichome	-	-
Potri.003G148000	AT1G56130.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.003G148100	AT1G31335.1	-	-	-	-
Potri.003G148200	AT2G30070.1	ATKT1,ATKT1P,ATKUP1,KT1,KUP1	potassium transporter 1	-	-
Potri.003G148300	AT3G07200.2	-	RING/U-box superfamily protein	-	-
Potri.003G148400	AT2G38970.1	-	Zinc finger (C3HC4-type RING finger) family protein	-	-
Potri.003G148500	-	-	-	-	-
Potri.003G148600	-	-	-	-	-
Potri.003G148700	AT1G22860.1	-	Vacuolar sorting protein 39	-	-
Potri.003G148800	AT5G45190.1	-	Cyclin family protein	-	-
Potri.003G148900	AT1G31330.1	PSAF	photosystem I subunit F	-	-
Potri.003G149000	AT1G31320.1	LBD4	LOB domain-containing protein 4	LBD	LBD
Potri.003G149100	AT1G80245.2	-	Spc97 / Spc98 family of spindle pole body (SBP) component	-	-
Potri.003G149200	AT3G13900.1	-	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein	-	-
Potri.003G149300	AT3G06260.1	GATL4	galacturonosyltransferase-like 4	-	-
Potri.003G149400	AT3G04070.1	anac047,NAC047	NAC domain containing protein 47	NAC	NAC
Potri.003G149500	-	-	-	-	-
Potri.003G149600	AT4G19610.1	-	nucleotide binding;nucleic acid binding;RNA binding	-	-
Potri.003G149700	AT2G43000.1	anac042,NAC042	NAC domain containing protein 42	NAC	NAC
Potri.003G149800	AT5G43470.1	HRT,RCY1,RPP8	Disease resistance protein (CC-NBS-LRR class) family	-	-
Potri.003G149900	AT3G47570.1	-	Leucine-rich repeat protein kinase family protein	-	-
Potri.003G150000	AT3G47570.1	-	Leucine-rich repeat protein kinase family protein	-	-
Potri.003G150100	AT3G47570.1	-	Leucine-rich repeat protein kinase family protein	-	-
Potri.003G150200	AT1G53350.1	-	Disease resistance protein (CC-NBS-LRR class) family	-	-
Potri.003G150300	AT5G07475.1	-	Cupredoxin superfamily protein	-	-
Potri.003G150400	AT5G51230.1	AtEMF2,CYR1,EMF2,VEF2	VEFS-Box of polycomb protein	-	-
Potri.003G150500	AT5G51230.1	AtEMF2,CYR1,EMF2,VEF2	VEFS-Box of polycomb protein	-	-
Potri.003G150600	AT4G25140.1	OLE1,OLEO1	oleosin 1	-	-
Potri.003G150700	AT4G17500.1	ATERF-1,ERF-1	ethylene responsive element binding factor 1	ERF	ERF
Potri.003G150800	AT5G51190.1	-	Integrase-type DNA-binding superfamily protein	ERF	ERF
Potri.003G150900	-	-	-	-	-
Potri.003G151000	AT5G07580.1	-	Integrase-type DNA-binding superfamily protein	ERF	ERF
Potri.003G151100	AT5G61580.1	PFK4	phosphofructokinase 4	-	-
Potri.003G151200	-	-	-	-	-
Potri.003G151300	AT5G51180.1	-	alpha/beta-Hydrolases superfamily protein	-	-
Potri.003G151400	AT5G07590.1	-	Transducin/WD40 repeat-like superfamily protein	-	-
Potri.003G151500	AT3G06530.2	-	ARM repeat superfamily protein	-	-
Potri.003G151600	AT5G51220.1	-	ubiquinol-cytochrome C chaperone family protein	-	-
Potri.003G151700	AT5G49720.1	ATGH9A1,DEC,GH9A1,IRX2,KOR,KOR1,RSW2,TSD1	glycosyl hydrolase 9A1	-	-
Potri.003G151800	AT2G02370.2	-	SNARE associated Golgi protein family	-	-
Potri.003G151900	-	-	-	-	-
Potri.003G152000	-	-	-	-	-
Potri.003G152100	-	-	-	-	-
Potri.003G152200	-	-	-	-	-
Potri.003G152300	-	-	-	-	-
Potri.003G152400	-	-	-	-	-
Potri.003G152500	-	-	-	-	-
Potri.003G152600	AT5G44740.2	POLH	Y-family DNA polymerase H	-	-
Potri.003G152700	-	-	-	-	-
Potri.003G152800	-	-	-	-	-
Potri.003G152900	-	-	-	-	-
Potri.003G153000	-	-	-	-	-
Potri.003G153100	-	-	-	-	-
Potri.003G153200	-	-	-	-	-
Potri.003G153300	-	-	-	-	-
Potri.003G153400	-	-	-	-	-
Potri.003G153500	-	-	-	-	-
Potri.003G153600	-	-	-	-	-
Potri.003G153700	-	-	-	-	-
Potri.003G153800	-	-	-	-	-
Potri.003G153900	AT5G44730.1	-	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	-	-
Potri.003G154000	-	-	-	-	-
Potri.003G154100	-	-	-	-	-
Potri.003G154200	-	-	-	-	-
Potri.003G154300	-	-	-	-	-
Potri.003G154400	-	-	-	-	-
Potri.003G154500	AT5G44730.1	-	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	-	-
Potri.003G154600	AT2G34960.1	CAT5	cationic amino acid transporter 5	-	-
Potri.003G154700	-	-	-	-	-
Potri.003G154800	AT4G20090.1	EMB1025	Pentatricopeptide repeat (PPR) superfamily protein	-	-
Potri.003G154900	AT1G30910.1	-	Molybdenum cofactor sulfurase family protein	-	-
Potri.003G155000	AT5G44710.1	-	-	-	-
Potri.003G155100	AT4G20130.1	PTAC14	plastid transcriptionally active 14	-	-
Potri.003G155200	AT1G30900.1	BP80-3;3,VSR3;3,VSR6	VACUOLAR SORTING RECEPTOR 6	-	-
Potri.003G155300	AT1G30900.1	BP80-3;3,VSR3;3,VSR6	VACUOLAR SORTING RECEPTOR 6	-	-
Potri.003G155400	AT1G30880.1	-	-	-	-
Potri.003G155500	AT5G45680.1	ATFKBP13,FKBP13	FK506-binding protein 13	-	-
Potri.003G155600	AT5G66520.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.003G155700	AT3G12720.1	ATMYB67,ATY53,MYB67	myb domain protein 67	MYB	MYB
Potri.003G155800	AT5G02270.1	ATNAP9,NAP9	non-intrinsic ABC protein 9	-	-
Potri.003G155900	AT5G17370.1	-	Transducin/WD40 repeat-like superfamily protein	-	-
Potri.003G156000	-	-	-	-	-
Potri.003G156100	AT1G30870.1	-	Peroxidase superfamily protein	-	-
Potri.003G156200	AT4G20140.1	GSO1	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.003G156300	AT4G20150.1	-	-	-	-
Potri.003G156400	AT4G20160.1	-	-	-	-
Potri.003G156500	AT5G44680.1	-	DNA glycosylase superfamily protein	-	-
Potri.003G156600	AT5G44670.1	-	Domain of unknown function (DUF23)	-	-
Potri.003G156700	AT4G20190.1	-	-	-	-
Potri.003G156800	AT5G44650.1	AtCEST,CEST	-	-	-
Potri.003G156900	AT1G30840.1	ATPUP4,PUP4	purine permease 4	-	-
Potri.003G157000	AT5G44635.1	MCM6	minichromosome maintenance (MCM2/3/5) family protein	-	-
Potri.003G157100	AT4G20260.3	ATPCAP1,PCAP1	plasma-membrane associated cation-binding protein 1	-	-
Potri.003G157200	AT3G13440.1	-	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	-	-
Potri.003G157300	AT4G20270.1	BAM3	Leucine-rich receptor-like protein kinase family protein	-	-
Potri.003G157400	AT4G20280.1	TAF11	TBP-associated factor 11	-	-
Potri.003G157500	AT4G20300.2	-	Protein of unknown function (DUF1639)	-	-
Potri.003G157600	-	-	-	-	-
Potri.003G157700	AT1G30825.1	ARPC2A,DIS2	Arp2/3 complex, 34 kD subunit p34-Arc	-	-
Potri.003G157800	AT4G20310.2	-	Peptidase M50 family protein	-	-
Potri.003G157900	AT1G30820.1	-	CTP synthase family protein	-	-
Potri.003G158000	AT2G25840.2	OVA4	Nucleotidylyl transferase superfamily protein	-	-
Potri.003G158100	AT3G46740.1	MAR1,TOC75-III	translocon at the outer envelope membrane of chloroplasts 75-III	-	-
Potri.003G158200	AT5G11680.1	-	-	-	-
Potri.003G158300	AT4G16745.2	-	Exostosin family protein	-	-
Potri.003G158400	AT5G47860.1	-	Protein of unknown function (DUF1350)	-	-
Potri.003G158500	AT5G47870.1	-	-	-	-
Potri.003G158600	-	-	-	-	-
Potri.003G158700	AT3G51980.1	-	ARM repeat superfamily protein	-	-
Potri.003G158800	AT1G09760.1	U2A\'	U2 small nuclear ribonucleoprotein A	-	-
Potri.003G158900	AT1G66580.1	RPL10C,SAG24	senescence associated gene 24	-	-
Potri.003G159000	AT3G26618.1	ERF1-3	eukaryotic release factor 1-3	-	-
Potri.003G159100	AT5G47890.1	-	NADH-ubiquinone oxidoreductase B8 subunit, putative	-	-
Potri.003G159200	AT5G47900.1	-	Protein of unknown function (DUF1624)	-	-
Potri.003G159300	AT3G50120.1	-	Plant protein of unknown function (DUF247)	-	-
Potri.003G159400	AT3G50120.1	-	Plant protein of unknown function (DUF247)	-	-
Potri.003G159500	AT1G09690.1	-	Translation protein SH3-like family protein	-	-
Potri.003G159600	AT3G16560.1	-	Protein phosphatase 2C family protein	-	-
Potri.003G159700	AT5G13870.1	EXGT-A4,XTH5	xyloglucan endotransglucosylase/hydrolase 5	-	-
Potri.003G159800	AT5G47910.1	ATRBOHD,RBOHD	respiratory burst oxidase homologue D	-	-
Potri.003G159900	AT1G44960.1	-	SNARE associated Golgi protein family	-	-
Potri.003G160000	AT1G28190.1	-	-	-	-
Potri.003G160100	AT4G18750.1	DOT4	Pentatricopeptide repeat (PPR) superfamily protein	-	-
Potri.003G160200	-	-	-	-	-
Potri.003G160300	AT5G47920.1	-	-	-	-
Potri.003G160400	AT1G09070.1	(AT)SRC2,SRC2	soybean gene regulated by cold-2	-	-
Potri.003G160500	AT1G20050.1	HYD1	C-8,7 sterol isomerase	-	-
Potri.003G160600	AT3G26935.1	-	DHHC-type zinc finger family protein	-	-
Potri.003G160700	AT1G63060.1	-	-	-	-
Potri.003G160800	-	-	-	-	-
Potri.003G160900	AT5G42340.1	PUB15	Plant U-Box 15	-	-
Potri.003G161000	AT1G28160.1	-	Integrase-type DNA-binding superfamily protein	ERF	ERF
Potri.003G161100	AT1G12880.1	atnudt12,NUDT12	nudix hydrolase homolog 12	-	-
Potri.003G161200	AT3G61110.1	ARS27A,RS27A	ribosomal protein S27	-	-
Potri.003G161300	AT1G28130.1	GH3.17	Auxin-responsive GH3 family protein	-	-
Potri.003G161400	AT5G13390.1	NEF1	no exine formation 1	-	-
Potri.003G161500	AT3G23760.1	-	-	-	-
Potri.003G161600	AT5G15790.1	-	RING/U-box superfamily protein	-	-
Potri.003G161700	AT1G11680.1	CYP51,CYP51A2,CYP51G1,EMB1738	CYTOCHROME P450 51G1	-	-
Potri.003G161800	-	-	-	-	-
Potri.003G161900	AT5G13420.1	-	Aldolase-type TIM barrel family protein	-	-
Potri.003G162000	AT1G27440.1	ATGUT1,GUT2,IRX10	Exostosin family protein	-	-
Potri.003G162100	AT1G01630.1	-	Sec14p-like phosphatidylinositol transfer family protein	-	-
Potri.003G162200	AT5G13430.1	-	Ubiquinol-cytochrome C reductase iron-sulfur subunit	-	-
Potri.003G162300	AT1G29880.1	-	glycyl-tRNA synthetase / glycine--tRNA ligase	-	-
Potri.003G162400	AT1G57820.1	ORTH2,VIM1	Zinc finger (C3HC4-type RING finger) family protein	-	-
Potri.003G162500	AT5G13330.1	Rap2.6L	related to AP2 6l	ERF	ERF
Potri.003G162600	AT1G28120.1	-	-	-	-
Potri.003G162700	AT5G61960.2	AML1,ML1	MEI2-like protein 1	-	-
Potri.003G162800	AT5G13960.1	KYP,SDG33,SUVH4	SU(VAR)3-9 homolog 4	-	-
Potri.003G162900	AT1G17100.1	-	SOUL heme-binding family protein	-	-
Potri.003G163000	AT2G33550.1	-	Homeodomain-like superfamily protein	Trihelix	Trihelix
